index,location,price,floor,area,is_furnished,rooms
688602997,Есильский,200000,20,50.0,полностью,2
685840151,Есильский,200000,7,49.0,полностью,1
670286755,Есильский,160000,5,50.0,полностью,2
688602546,Нура,350000,8,58.0,полностью,2
686081763,Есильский,330000,7,50.0,полностью,1
688602494,Есильский,160000,5,34.0,полностью,2
26414952,Алматы,280000,17,65.0,полностью,1
687474761,Нура,350000,6,86.0,частично,1
684448705,Есильский,170000,7,38.0,полностью,2
688569970,Алматы,250000,9,80.0,полностью,2
688576237,Нура,180000,10,50.0,полностью,3
677973627,Алматы,350000,1,50.0,полностью,1
688264172,Есильский,350000,7,75.0,полностью,3
680905048,Есильский,250000,5,48.0,полностью,1
688602080,Есильский,250000,6,68.0,полностью,1
688601929,Есильский,300000,4,70.0,полностью,1
688601820,Есильский,250000,7,69.0,полностью,2
687451238,Алматы,170000,3,40.0,полностью,1
688601663,Есильский,600000,2,107.0,полностью,1
688601599,Есильский,200000,6,45.0,полностью,2
688601538,Есильский,350000,7,47.0,полностью,2
679112814,Есильский,480000,9,120.0,полностью,1
688601422,Нура,170000,15,72.0,полностью,2
680630220,Есильский,350000,10,44.0,полностью,3
683158886,Есильский,300000,5,184.0,полностью,1
687140039,Нура,200000,1,58.0,частично,3
688368537,Астана,180000,13,45.0,полностью,2
674710388,Алматы,55000,2,16.0,полностью,2
688600682,Сарыарка,180000,12,66.0,полностью,2
688600517,Байконур,140000,2,44.8,полностью,2
688600324,Есильский,150000,7,40.0,полностью,2
687765095,Есильский,220000,2,70.0,полностью,2
687329126,Нура,150000,3,48.2,частично,1
688262918,Есильский,240000,8,60.0,полностью,4
688600085,Есильский,160000,5,76.0,без мебели,1
688599152,Нура,180000,6,42.0,частично,2
688599605,Алматы,160000,7,45.0,полностью,4
687090188,Нура,200000,2,44.0,полностью,2
680053188,Есильский,190000,12,33.0,полностью,2
670466385,Есильский,250000,6,47.0,полностью,2
660914445,Астана,120000,9,21.0,полностью,2
688599705,Нура,140000,7,40.0,полностью,1
683972168,Есильский,250000,6,46.0,полностью,1
688599316,Есильский,300000,13,140.0,частично,2
687443991,Есильский,180000,3,60.0,полностью,2
688598973,Есильский,180000,10,43.0,полностью,2
686275594,Есильский,180000,6,39.6,полностью,2
688598176,Алматы,180000,7,54.0,полностью,1
688413052,Есильский,220000,4,45.0,полностью,2
680662435,Есильский,350000,8,75.0,полностью,3
680014020,Есильский,220000,4,40.0,полностью,1
686329127,Есильский,250000,2,45.0,полностью,1
688598442,Байконур,220000,8,70.0,полностью,2
671425221,Есильский,300000,6,95.0,полностью,1
672843549,Сарыарка,150000,10,46.0,полностью,1
688429302,Байконур,250000,3,83.0,частично,1
687810191,Есильский,250000,4,68.0,полностью,1
671046895,Есильский,600000,4,220.0,полностью,1
688597998,Есильский,180000,8,50.0,частично,4
688597982,Нура,420000,26,120.0,полностью,2
672135947,Байконур,140000,4,33.7,полностью,1
687322740,Сарыарка,160000,8,45.0,полностью,2
687287737,Алматы,180000,9,60.0,полностью,1
688597861,Алматы,140000,4,50.0,полностью,2
688597907,Байконур,150000,5,45.0,полностью,1
687762901,Нура,250000,2,38.0,полностью,2
679906132,Алматы,155000,7,40.0,полностью,2
684863238,Есильский,250000,12,56.0,полностью,3
688429099,Алматы,250000,5,60.0,полностью,1
688597444,Нура,450000,3,115.0,полностью,3
688597463,Есильский,300000,4,67.0,полностью,2
688597274,Нура,450000,2,115.0,полностью,3
688597236,Нура,160000,5,37.5,полностью,1
688597253,Есильский,110000,6,34.0,полностью,3
688596537,Нура,180000,13,40.0,полностью,1
685579003,Алматы,100000,8,35.0,без мебели,1
688597144,Астана,85000,3,30.0,полностью,2
688597118,Нура,450000,2,115.0,полностью,2
688597106,Алматы,150000,9,41.0,полностью,1
688576084,Есильский,350000,7,45.0,полностью,1
688597086,Астана,100000,7,32.0,полностью,1
688597037,Байконур,150000,10,38.0,полностью,2
688597017,Алматы,100000,6,34.0,полностью,2
688006781,Есильский,190000,7,60.0,полностью,3
688596899,Сарыарка,90000,2,31.0,полностью,2
685545560,Есильский,160000,6,40.0,полностью,3
686966637,Есильский,700000,12,125.0,частично,1
674141334,Есильский,200000,5,42.0,полностью,1
673579164,Сарыарка,160000,8,45.0,полностью,1
682331981,Байконур,170000,4,32.0,полностью,3
688596416,Алматы,800000,10,186.0,полностью,1
678802139,Байконур,140000,8,30.0,полностью,2
666050874,Есильский,155000,8,36.0,полностью,1
687252651,Нура,220000,4,54.0,полностью,2
685092596,Есильский,300000,11,74.0,полностью,1
688428017,Байконур,200000,6,62.0,частично,4
683618975,Алматы,150000,9,40.0,полностью,1
688595713,Есильский,240000,6,88.0,полностью,1
688594720,Алматы,140000,5,40.0,полностью,1
688595215,Сарыарка,200000,9,60.0,полностью,5
666801898,Алматы,180000,12,41.0,полностью,1
686626384,Нура,180000,6,40.0,частично,1
688595837,Сарыарка,150000,5,35.7,полностью,2
678563202,Астана,450000,12,100.0,полностью,2
674972453,Есильский,500000,7,98.0,полностью,3
679464630,Сарыарка,100000,7,30.0,частично,1
687432609,Есильский,230000,9,60.0,полностью,3
688455323,Есильский,200000,7,45.0,полностью,1
686918413,Алматы,140000,16,33.34,полностью,2
688091878,Есильский,200000,2,45.0,полностью,1
688450991,Алматы,150000,12,43.0,полностью,1
688594598,Сарыарка,200000,9,59.0,частично,1
685466166,Есильский,180000,14,40.0,полностью,4
684232447,Есильский,200000,8,40.0,полностью,3
687880886,Есильский,220000,12,41.0,полностью,1
682096621,Есильский,200000,7,55.0,частично,2
673716028,Сарыарка,230000,10,67.0,полностью,1
686464030,Алматы,300000,19,48.0,полностью,1
687308542,Есильский,300000,9,85.0,частично,1
688594247,Есильский,200000,2,63.0,полностью,1
688588010,Алматы,150000,5,45.0,полностью,2
688594063,Алматы,140000,3,40.0,полностью,1
688593983,Астана,220000,3,55.0,полностью,2
673207834,Алматы,250000,15,50.0,полностью,1
688427237,Сарыарка,200000,11,80.0,полностью,2
674308448,Алматы,1000000,29,167.0,полностью,2
680680809,Есильский,800000,7,150.0,полностью,2
666886399,Алматы,1000000,30,176.0,полностью,3
678274813,Алматы,1400000,20,205.0,полностью,2
666870433,Алматы,700000,15,150.0,полностью,2
669938469,Алматы,650000,15,180.0,полностью,1
686435637,Есильский,200000,7,42.0,полностью,2
680253219,Есильский,700000,16,120.0,полностью,2
676275179,Сарыарка,150000,11,40.8,полностью,3
688593565,Есильский,1000000,12,120.0,полностью,4
688593491,Алматы,210000,12,72.0,полностью,3
675894557,Есильский,250000,8,40.0,полностью,4
688593386,Алматы,150000,10,50.0,полностью,5
670005388,Алматы,700000,5,120.0,полностью,4
688592423,Есильский,1000000,11,115.0,полностью,4
688593211,Алматы,190000,2,90.0,полностью,1
688592971,Нура,180000,3,40.0,полностью,3
668885263,Есильский,700000,8,115.0,полностью,1
686923686,Есильский,400000,4,75.0,полностью,3
682316120,Есильский,300000,16,90.0,полностью,2
687063941,Астана,1000000,9,250.0,полностью,1
663854884,Сарыарка,170000,5,80.0,частично,3
676170843,Байконур,180000,4,64.0,полностью,3
688425099,Есильский,1000000,3,125.0,полностью,2
681771915,Алматы,130000,4,30.0,полностью,1
687323424,Байконур,170000,3,38.0,полностью,3
688077544,Астана,270000,5,80.0,полностью,3
688134907,Есильский,300000,7,45.0,полностью,2
688592591,Нура,450000,2,115.0,полностью,4
688591902,Есильский,400000,3,82.0,полностью,2
688589397,Сарыарка,200000,10,65.0,полностью,4
681153192,Алматы,220000,4,53.0,полностью,1
688592431,Есильский,600000,6,120.0,полностью,1
686188909,Есильский,230000,8,60.0,полностью,3
685755369,Есильский,180000,7,40.0,полностью,1
670291229,Астана,90000,9,20.0,полностью,3
688592291,Байконур,190000,5,62.0,частично,3
685790905,Нура,170000,9,70.0,частично,2
688261156,Есильский,350000,22,56.0,полностью,2
687069147,Алматы,400000,5,129.3,полностью,3
683000106,Есильский,180000,3,38.0,полностью,2
25352360,Есильский,290000,10,87.0,полностью,1
688590842,Алматы,270000,7,55.0,полностью,1
688592179,Астана,700000,7,96.0,полностью,2
688592160,Есильский,250000,6,50.0,полностью,2
680325658,Алматы,180000,7,50.8,без мебели,2
688235111,Сарыарка,180000,4,57.0,полностью,3
674502596,Алматы,300000,12,72.0,полностью,1
682661985,Алматы,300000,14,72.0,полностью,3
677122226,Есильский,180000,6,73.0,полностью,2
47619094,Алматы,300000,10,75.0,полностью,4
688155832,Есильский,230000,9,49.0,полностью,2
53249997,Алматы,300000,14,72.0,полностью,2
681294865,Алматы,400000,8,110.0,полностью,2
674037891,Алматы,400000,12,110.0,полностью,2
673638724,Есильский,220000,3,52.0,полностью,2
49957025,Алматы,700000,6,180.0,полностью,2
688591725,Сарыарка,160000,9,58.0,полностью,2
687823054,Алматы,200000,5,68.0,частично,2
688590946,Астана,230000,1,43.0,полностью,2
679868518,Есильский,300000,7,39.0,полностью,3
681697060,Есильский,200000,3,55.0,полностью,3
679868388,Есильский,400000,10,85.0,полностью,2
28743659,Алматы,300000,16,75.0,полностью,4
46943996,Есильский,300000,6,90.0,полностью,2
48854240,Алматы,400000,2,100.0,полностью,2
688591497,Есильский,175000,7,55.0,полностью,2
687126890,Есильский,1000000,14,182.0,полностью,1
687151797,Есильский,1500000,15,220.0,полностью,2
57923566,Алматы,800000,12,265.0,полностью,2
26625722,Есильский,1000000,3,287.0,полностью,2
685649019,Есильский,300000,2,97.0,без мебели,2
683659210,Есильский,300000,5,81.0,частично,2
687058522,Есильский,250000,5,90.0,полностью,2
685985338,Есильский,140000,2,36.0,полностью,4
688591271,Есильский,250000,13,45.0,полностью,5
687051586,Сарыарка,270000,8,75.0,полностью,5
686964172,Нура,170000,6,42.0,полностью,5
687898758,Сарыарка,400000,4,109.0,полностью,3
682124876,Байконур,160000,11,40.0,полностью,3
682181257,Астана,200000,7,40.0,полностью,3
669220151,Астана,600000,3,220.0,полностью,1
677726136,Алматы,120000,4,27.0,полностью,1
688590938,Есильский,165000,10,51.0,полностью,2
683425260,Сарыарка,150000,2,50.0,полностью,1
676606222,Сарыарка,250000,22,100.0,полностью,3
688590364,Алматы,180000,2,50.0,полностью,1
685771279,Астана,700000,9,100.0,полностью,1
663847042,Астана,400000,15,75.0,полностью,4
688590322,Сарыарка,500000,41,170.0,полностью,1
688263003,Алматы,220000,4,61.0,полностью,1
688590184,Есильский,140000,7,35.0,полностью,2
685092938,Есильский,210000,6,45.0,полностью,2
672058697,Есильский,150000,17,38.0,полностью,3
684635603,Есильский,180000,5,50.0,полностью,2
688589972,Есильский,165000,7,60.0,полностью,4
688590078,Алматы,140000,8,43.0,полностью,3
688590011,Есильский,1000000,5,170.0,полностью,1
688589901,Есильский,180000,9,45.0,полностью,1
688589983,Алматы,160000,11,43.0,полностью,1
688589751,Есильский,250000,14,80.0,полностью,2
688589832,Алматы,130000,4,38.0,полностью,2
684993152,Есильский,180000,7,40.0,полностью,1
688589666,Алматы,160000,7,40.0,полностью,4
688589726,Алматы,120000,10,38.0,полностью,1
688589624,Есильский,1000000,14,200.0,полностью,1
682949380,Алматы,180000,5,60.0,полностью,2
688589022,Есильский,220000,18,70.0,полностью,1
687986493,Алматы,700000,14,125.0,полностью,1
679768523,Алматы,180000,2,45.0,полностью,1
688589502,Алматы,1800000,30,300.0,полностью,1
687203066,Байконур,120000,1,25.0,полностью,4
688589450,Есильский,220000,7,70.0,полностью,2
688589319,Сарыарка,150000,7,50.0,полностью,2
688589334,Есильский,1100000,14,180.0,полностью,4
688223180,Есильский,400000,15,70.0,полностью,1
688421592,Есильский,330000,14,60.0,полностью,6
688589014,Есильский,180000,7,60.0,полностью,1
664917579,Астана,350000,10,120.0,полностью,2
688421650,Алматы,650000,3,230.0,частично,1
674397767,Астана,400000,7,120.0,полностью,4
688589137,Сарыарка,160000,9,37.0,полностью,2
688589145,Есильский,250000,8,66.0,полностью,2
685811895,Сарыарка,280000,7,86.0,частично,2
686248860,Есильский,550000,4,139.0,полностью,3
675759600,Астана,300000,21,120.0,полностью,5
676510297,Астана,250000,7,56.0,полностью,3
688475225,Сарыарка,470000,5,175.0,полностью,1
688589010,Есильский,250000,8,66.0,полностью,2
688502140,Астана,230000,8,41.0,полностью,3
688588919,Есильский,500000,8,100.0,полностью,4
688588749,Сарыарка,150000,7,40.0,полностью,3
688588778,Есильский,200000,7,65.0,полностью,2
679128411,Есильский,400000,2,46.0,полностью,4
665792058,Алматы,340000,13,76.0,полностью,2
688420026,Нура,300000,2,77.0,полностью,1
688588665,Нура,250000,5,90.0,полностью,3
677048771,Есильский,240000,7,44.0,полностью,1
688588519,Есильский,1200000,5,230.0,полностью,2
688588322,Астана,800000,9,150.0,полностью,2
688588283,Сарыарка,170000,2,38.0,полностью,2
684375115,Есильский,180000,5,67.0,частично,3
684555357,Есильский,230000,12,60.0,полностью,4
681545180,Алматы,170000,2,60.0,частично,4
684047687,Байконур,150000,4,36.0,полностью,4
687219080,Есильский,300000,9,47.0,полностью,1
687219722,Есильский,250000,9,42.0,полностью,2
688588088,Есильский,190000,4,41.0,полностью,2
688587955,Алматы,200000,9,41.0,полностью,2
688588027,Сарыарка,230000,6,120.0,полностью,1
688587859,Сарыарка,160000,6,50.0,полностью,2
688587130,Алматы,450000,7,102.5,полностью,1
679350740,Байконур,170000,7,50.0,полностью,1
688587699,Есильский,200000,5,50.0,полностью,1
688587136,Алматы,150000,4,40.0,полностью,3
687431133,Есильский,220000,9,40.0,полностью,1
679258876,Есильский,250000,6,55.0,полностью,2
688587375,Алматы,100000,7,28.0,полностью,2
679456572,Есильский,500000,9,68.14,полностью,1
684747241,Есильский,180000,8,40.0,полностью,2
670472363,Есильский,380000,9,115.0,полностью,2
688084589,Есильский,250000,7,50.0,полностью,1
688250215,Есильский,500000,6,50.0,полностью,2
688587051,Алматы,230000,3,58.0,частично,1
688587033,Есильский,270000,9,42.0,полностью,3
688587036,Есильский,160000,3,39.0,полностью,2
687813949,Сарыарка,200000,4,70.0,полностью,2
677336965,Есильский,300000,7,140.0,полностью,2
683175185,Алматы,220000,7,60.0,частично,1
681229832,Есильский,150000,15,38.0,полностью,1
688586444,Есильский,600000,7,150.0,полностью,2
688585856,Алматы,160000,15,40.0,полностью,3
687729772,Есильский,200000,3,50.0,полностью,2
687724823,Алматы,550000,3,138.0,полностью,1
678178015,Сарыарка,170000,5,46.0,полностью,4
688585784,Алматы,160000,12,37.0,частично,1
686938630,Есильский,220000,3,42.0,полностью,3
688559866,Алматы,200000,3,70.0,полностью,2
687779770,Алматы,330000,1,50.0,полностью,1
688586248,Нура,140000,6,40.0,полностью,1
688416582,Алматы,180000,7,52.0,полностью,2
679689729,Есильский,180000,5,43.5,полностью,2
688249817,Алматы,380000,1,113.0,полностью,2
687991416,Астана,380000,11,130.0,полностью,1
681955691,Есильский,300000,4,76.0,полностью,1
688362213,Есильский,400000,5,70.0,полностью,2
680501978,Алматы,285000,4,56.0,полностью,3
688585608,Нура,280000,13,100.0,полностью,2
688585699,Сарыарка,160000,1,44.0,полностью,2
688585748,Сарыарка,180000,5,80.0,полностью,3
687914927,Нура,340000,10,40.0,полностью,2
687914498,Нура,400000,6,100.0,полностью,2
687256013,Есильский,230000,8,63.0,полностью,2
688585723,Есильский,170000,2,36.0,полностью,3
688114461,Есильский,150000,3,40.0,полностью,2
682253592,Есильский,500000,6,80.0,полностью,1
688585567,Есильский,170000,6,39.0,полностью,1
685317051,Алматы,170000,5,38.0,полностью,2
686762715,Астана,250000,2,40.0,полностью,1
48164594,Алматы,120000,1,30.0,полностью,1
687887908,Сарыарка,150000,4,50.0,полностью,1
688585198,Есильский,250000,10,39.0,полностью,1
688584980,Байконур,280000,2,61.0,полностью,1
688584588,Алматы,250000,4,60.0,полностью,1
670337168,Есильский,200000,2,40.0,полностью,3
683080436,Сарыарка,150000,1,44.0,частично,2
688584086,Алматы,140000,9,62.0,полностью,1
688584099,Сарыарка,110000,3,37.0,полностью,1
687897698,Есильский,200000,4,44.0,полностью,2
681582373,Алматы,170000,2,36.0,полностью,1
686015726,Сарыарка,250000,2,80.0,полностью,1
688248292,Нура,230000,3,72.0,частично,1
686921602,Есильский,250000,6,69.5,полностью,3
688337438,Есильский,170000,9,45.0,полностью,2
684000028,Есильский,160000,2,42.0,полностью,2
688583875,Есильский,300000,4,70.0,полностью,1
688543534,Есильский,250000,6,66.0,полностью,1
688583660,Нура,150000,2,43.0,без мебели,2
688582932,Есильский,250000,8,64.0,полностью,2
687478112,Есильский,230000,9,44.0,полностью,1
688153516,Байконур,130000,10,30.0,полностью,2
675634554,Алматы,200000,14,60.0,полностью,2
684537725,Есильский,350000,2,105.0,полностью,3
686375479,Алматы,220000,17,79.0,частично,3
685486309,Есильский,500000,6,101.0,полностью,2
688415367,Есильский,220000,5,70.0,полностью,3
687771093,Нура,220000,6,42.0,полностью,2
688583367,Есильский,140000,2,33.0,полностью,1
688583317,Есильский,300000,3,68.0,полностью,1
679863491,Сарыарка,350000,3,160.0,полностью,2
688583197,Сарыарка,250000,7,98.0,полностью,4
688425769,Сарыарка,190000,3,70.0,полностью,3
679456738,Есильский,270000,7,45.0,полностью,2
688573285,Алматы,190000,8,45.3,полностью,2
687912005,Есильский,470000,10,135.0,полностью,1
688294718,Сарыарка,280000,8,100.0,полностью,4
688582814,Есильский,200000,7,48.0,полностью,3
685408834,Есильский,280000,3,69.1,полностью,1
687592454,Есильский,200000,7,48.0,полностью,2
688582581,Алматы,230000,10,65.0,полностью,1
688582583,Есильский,150000,4,38.0,полностью,1
688403555,Есильский,230000,5,50.0,полностью,1
686631989,Сарыарка,120000,5,38.0,без мебели,1
688581907,Есильский,180000,4,63.0,полностью,2
688581805,Есильский,240000,7,46.0,полностью,1
675825666,Астана,180000,9,55.0,полностью,2
687604089,Сарыарка,200000,2,65.0,полностью,2
678490502,Есильский,300000,5,62.0,полностью,2
687065666,Алматы,250000,12,64.0,полностью,2
684751618,Астана,230000,11,64.0,полностью,2
688002957,Астана,190000,5,51.0,без мебели,2
668606385,Есильский,420000,5,100.0,полностью,3
688581691,Алматы,200000,13,63.0,полностью,2
688581632,Алматы,250000,5,85.0,полностью,3
670673880,Алматы,25000,2,17.0,полностью,1
687271547,Есильский,250000,8,45.0,полностью,1
688581372,Есильский,500000,4,120.0,полностью,3
688581350,Алматы,300000,12,86.0,полностью,2
687349575,Алматы,180000,16,44.0,полностью,1
688078787,Есильский,210000,10,43.0,полностью,2
688581248,Сарыарка,300000,8,90.0,полностью,3
58383861,Алматы,180000,13,87.0,полностью,2
688581083,Есильский,180000,18,34.0,полностью,1
680013106,Есильский,380000,9,75.0,полностью,3
685132069,Алматы,150000,8,39.0,полностью,1
682256069,Астана,200000,1,61.0,полностью,2
669868111,Есильский,150000,2,45.0,полностью,1
688076524,Алматы,350000,8,75.0,полностью,2
687401750,Алматы,500000,3,125.0,полностью,3
686519294,Нура,300000,7,69.0,полностью,2
688076544,Нура,200000,5,45.0,полностью,2
688069689,Алматы,300000,8,75.0,полностью,2
679423526,Есильский,250000,4,42.0,полностью,2
688066794,Алматы,200000,15,40.0,полностью,1
688065443,Сарыарка,500000,5,80.0,полностью,3
687798219,Есильский,100000,7,41.0,без мебели,1
672509545,Алматы,280000,7,56.0,полностью,2
686007922,Есильский,200000,7,42.0,полностью,1
688079423,Есильский,280000,4,64.8,полностью,2
688232521,Нура,400000,7,84.5,полностью,3
688241346,Алматы,180000,10,70.0,частично,3
687978526,Сарыарка,200000,7,34.0,полностью,1
682967676,Алматы,170000,9,38.0,полностью,1
688164700,Есильский,280000,8,60.0,полностью,2
687062224,Есильский,280000,9,102.0,полностью,3
685546706,Алматы,200000,8,67.0,полностью,2
687743080,Есильский,340000,8,75.0,полностью,3
688397788,Астана,160000,7,63.0,полностью,2
688226037,Есильский,500000,5,85.0,полностью,3
686050605,Есильский,220000,2,60.0,частично,2
688257693,Есильский,240000,9,95.0,полностью,3
688346274,Есильский,230000,9,75.0,полностью,2
688412008,Нура,200000,2,55.0,частично,2
688408035,Нура,350000,2,46.0,полностью,2
688228444,Есильский,170000,9,40.0,полностью,1
688410211,Нура,250000,3,43.0,полностью,2
688409295,Алматы,400000,19,143.0,полностью,3
682675321,Есильский,230000,9,75.0,полностью,2
688239095,Есильский,300000,7,80.0,полностью,3
688405178,Есильский,300000,4,46.0,полностью,2
688058617,Сарыарка,230000,3,70.0,полностью,2
688405108,Алматы,700000,7,112.0,полностью,2
682789030,Алматы,250000,10,65.0,полностью,1
687897568,Есильский,250000,7,49.0,частично,2
688397548,Есильский,200000,3,48.0,полностью,1
688399540,Есильский,370000,6,54.0,полностью,3
688399355,Нура,180000,7,36.0,полностью,2
686557342,Алматы,250000,15,98.0,полностью,2
667067937,Есильский,260000,6,70.0,полностью,2
674315935,Есильский,250000,10,58.0,полностью,1
686886947,Алматы,180000,3,58.0,полностью,1
688392326,Нура,200000,9,36.0,полностью,2
664174482,Сарыарка,70000,2,20.0,полностью,1
688593013,Есильский,270000,9,50.0,полностью,1
688592314,Есильский,220000,8,44.0,полностью,1
686158255,Есильский,190000,7,42.0,полностью,2
688519494,Есильский,200000,4,38.0,полностью,1
688592078,Есильский,250000,4,50.0,полностью,1
688519052,Есильский,250000,15,45.0,полностью,1
688447562,Есильский,200000,8,43.0,полностью,2
688296450,Есильский,190000,7,44.0,полностью,4
688590463,Есильский,250000,2,65.0,полностью,2
688067331,Есильский,800000,1,145.0,полностью,4
687333015,Есильский,350000,16,60.0,полностью,1
685010869,Алматы,1000000,22,250.0,частично,4
688540520,Есильский,185000,2,44.0,полностью,1
688531651,Сарыарка,500000,5,173.5,полностью,2
687708421,Есильский,160000,2,41.0,полностью,1
688538185,Сарыарка,200000,10,60.0,полностью,2
680667473,Есильский,240000,6,45.0,полностью,2
688520797,Есильский,300000,7,83.0,полностью,2
680913799,Есильский,200000,3,45.0,полностью,1
688526859,Есильский,250000,4,50.0,полностью,3
679088843,Есильский,195000,5,41.0,полностью,4
688500133,Алматы,230000,5,78.0,полностью,1
688556104,Алматы,300000,6,144.0,полностью,2
688457733,Есильский,150000,4,30.0,полностью,3
688503911,Есильский,250000,6,60.0,полностью,2
680214326,Астана,350000,13,100.0,полностью,3
688532263,Алматы,170000,1,65.0,полностью,3
688568486,Алматы,200000,3,70.0,полностью,2
680771857,Алматы,220000,12,82.0,полностью,3
679024366,Есильский,300000,10,87.0,полностью,1
688551271,Есильский,230000,6,44.0,полностью,3
688569685,Алматы,250000,3,70.0,полностью,2
688550961,Байконур,140000,7,40.0,полностью,2
688544251,Есильский,300000,9,120.0,частично,2
688506695,Есильский,170000,1,41.0,полностью,3
688574056,Сарыарка,160000,12,40.0,частично,2
687299177,Есильский,230000,5,77.0,полностью,1
688467480,Есильский,400000,3,100.0,полностью,1
688517615,Сарыарка,170000,7,60.0,полностью,2
666784223,Есильский,180000,7,42.1,полностью,1
688571293,Нура,160000,2,40.0,полностью,3
688570247,Алматы,180000,6,47.0,полностью,1
688576218,Есильский,160000,12,40.7,полностью,3
688552666,Есильский,200000,5,70.0,полностью,1
684489179,Есильский,180000,12,41.0,полностью,3
688575191,Есильский,450000,8,105.0,полностью,3
688222680,Есильский,400000,10,128.0,полностью,1
688575895,Алматы,150000,6,40.0,полностью,3
688315966,Есильский,250000,7,90.0,полностью,3
688575026,Алматы,180000,9,63.0,полностью,2
688369093,Есильский,450000,20,111.0,полностью,2
688421379,Алматы,150000,8,40.0,полностью,2
688575152,Нура,450000,7,107.0,полностью,1
688327210,Алматы,500000,3,97.4,полностью,3
669896361,Есильский,250000,5,50.0,полностью,2
688574799,Алматы,200000,13,62.4,полностью,1
688554356,Есильский,350000,8,60.0,полностью,1
688241161,Есильский,170000,6,41.0,полностью,3
688401800,Есильский,300000,8,100.0,полностью,2
688404098,Нура,260000,3,60.0,полностью,3
688571495,Есильский,170000,9,52.0,полностью,3
687858150,Нура,250000,4,47.0,полностью,1
687186363,Алматы,330000,3,103.0,полностью,2
677306724,Есильский,300000,1,70.0,полностью,2
684312430,Астана,400000,15,90.0,полностью,2
688501627,Есильский,350000,2,120.0,полностью,1
688573095,Байконур,145000,3,36.0,полностью,2
688573794,Нура,420000,7,45.0,полностью,3
688577933,Есильский,260000,12,62.0,полностью,1
682792376,Есильский,220000,2,50.0,полностью,2
688576785,Есильский,300000,6,60.0,полностью,1
687622251,Есильский,200000,8,39.7,полностью,2
688554566,Нура,160000,6,60.0,полностью,4
687333329,Есильский,750000,9,120.0,полностью,1
684629256,Алматы,150000,2,34.2,полностью,1
688573774,Нура,200000,2,45.0,полностью,4
688556522,Сарыарка,240000,2,55.0,полностью,1
688579424,Есильский,250000,11,72.0,полностью,1
687908268,Есильский,900000,8,180.0,полностью,1
686516716,Сарыарка,170000,7,46.0,полностью,2
688477523,Алматы,160000,14,44.0,полностью,3
687767873,Алматы,500000,16,160.0,полностью,3
688550363,Сарыарка,140000,3,37.0,полностью,1
688504744,Байконур,150000,6,50.0,полностью,1
688382078,Есильский,180000,6,45.0,полностью,2
680972426,Есильский,230000,12,71.5,частично,1
687112905,Есильский,350000,5,100.0,полностью,1
688577782,Сарыарка,230000,11,68.0,полностью,2
677268451,Есильский,250000,6,45.0,полностью,1
688576559,Нура,200000,5,34.0,полностью,1
688451590,Есильский,250000,8,61.0,полностью,2
688578190,Нура,170000,12,35.0,полностью,3
688271225,Есильский,430000,6,60.0,полностью,1
687391324,Есильский,260000,7,45.0,полностью,2
688412790,Алматы,180000,4,40.0,полностью,1
688566214,Нура,210000,9,59.0,полностью,3
688409508,Есильский,160000,8,37.0,полностью,2
688569509,Есильский,400000,7,60.0,полностью,3
672549077,Есильский,200000,3,33.0,полностью,2
688516131,Алматы,230000,2,102.0,полностью,2
680036930,Алматы,170000,7,45.0,полностью,3
688391786,Астана,800000,8,140.0,полностью,2
688174146,Есильский,350000,6,85.0,полностью,2
686235497,Есильский,180000,1,54.0,полностью,1
685663504,Есильский,250000,3,68.0,полностью,2
688571276,Алматы,300000,18,120.0,полностью,1
688570851,Алматы,220000,7,70.0,полностью,2
688541147,Есильский,200000,7,60.0,полностью,3
677249990,Алматы,150000,7,47.0,полностью,2
686923074,Нура,230000,4,46.0,полностью,2
688568960,Есильский,200000,6,40.0,частично,2
688570891,Байконур,180000,5,63.0,полностью,2
688385248,Сарыарка,250000,12,100.0,полностью,2
681944145,Есильский,220000,3,60.0,полностью,1
688574051,Есильский,250000,11,60.0,полностью,3
688515585,Алматы,200000,8,40.0,полностью,3
671554233,Есильский,230000,3,60.0,полностью,1
688129030,Есильский,300000,6,60.0,полностью,1
688562097,Сарыарка,150000,4,50.0,полностью,2
687255652,Байконур,270000,5,100.0,полностью,1
688390708,Есильский,350000,11,90.0,полностью,1
688568737,Астана,165000,3,45.0,полностью,1
684817954,Есильский,180000,3,40.0,полностью,3
688399559,Алматы,160000,4,36.0,полностью,1
688556815,Есильский,200000,7,47.0,полностью,2
26538043,Алматы,170000,1,58.0,полностью,2
688551012,Есильский,230000,7,50.0,полностью,2
687114020,Есильский,200000,3,65.0,полностью,2
688386904,Алматы,300000,9,69.5,полностью,2
687796365,Есильский,250000,6,51.0,полностью,1
688558663,Есильский,280000,8,70.0,полностью,3
677107841,Есильский,200000,15,45.0,полностью,1
669865498,Есильский,280000,4,50.0,полностью,1
682420905,Есильский,210000,6,60.0,полностью,2
688552477,Есильский,180000,8,40.0,полностью,1
688552110,Алматы,190000,7,60.0,полностью,2
30791032,Алматы,800000,16,176.0,полностью,4
688369125,Есильский,350000,7,120.0,полностью,3
688471221,Есильский,430000,3,93.0,полностью,2
684588217,Есильский,275000,4,59.0,полностью,2
688531924,Есильский,220000,7,87.0,полностью,3
688355808,Алматы,450000,23,90.0,полностью,3
688569003,Есильский,150000,3,44.0,полностью,1
